2022   1  0 2569 51 52  60  33   7.8   7.6 -37.8 158.9  -5.6   2.1  -4.6   3.2  -4.0   0.3   1.6   0.7   1.1   1.0   76351.   5.4  389.  -6.1   2.8 0.032  1.54   18660.   1.4    7.   1.1   1.3 0.000   1.56   0.76   5.8 23  48     6   40 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   0.4   -32     7  4.5
2022   1  1 2569 51 52  61  34   8.3   7.2  -5.7 137.3  -5.3   4.9  -0.7   4.9   0.4   0.2   4.0   1.4   1.6   3.4   67379.   4.7  390.  -8.1   1.6 0.014  1.26   18850.   1.1   11.   1.9   2.7 0.005  -0.16   0.56   5.1 23  48    -3   94 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   1.1   -84    10  4.2
2022   1  2 2569 51 52  67   4   9.3   6.3 -50.1 131.8  -2.7   3.0  -4.8   3.9  -4.1   0.5   6.7   2.4   3.2   5.4  103254.   2.1  454.  -2.4  -1.8 9.999  0.87   27715.   0.2   33.   2.5   1.0 9.999   1.86   0.23   3.5 23  48    -7   54 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   1.2   -36    18  3.2
2022   1  3 2569 51 52  60   7   9.8   9.4 -70.5  57.8   1.7   2.7  -8.9   4.0  -8.4   0.3   2.6   0.8   2.3   0.9  194757.   2.7  466.  -5.0  -2.4 9.999  1.17   14153.   0.4    2.   0.8   0.5 9.999   3.91   0.38   3.9 40  48   -13  250 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  27  90.8   2.6  -215    35  3.4
2022   1  4 2569 51 52  57  17   8.5   7.0 -43.7 126.1  -3.0   4.1  -4.8   4.6  -4.4   0.4   4.7   2.5   2.1   3.4  126079.   1.9  454.  -3.0  -2.3 0.019  0.70   38471.   0.4   19.   1.4   1.7 0.001   2.00   0.28   3.7 40  48   -21  351 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  27  90.8   4.6  -215   136  3.3
2022   1  5 2569 51 52  61  24   8.8   8.6  -2.1 129.0  -5.4   6.7  -0.3   6.7   0.0   0.3   1.6   0.6   0.8   1.3  154091.   2.0  449.  -0.4  -1.4 9.999  0.81   44017.   0.4   18.   1.9   1.8 9.999  -0.00   0.30   3.6 40  48   -23  161 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0  27  90.8   2.5   -53   108  3.2
2022   1  6 2569 51 52  60   9   9.1   8.9  -1.3 130.3  -5.8   6.8  -0.2   6.8  -0.2   0.2   1.4   0.9   0.8   0.7  133017.   2.2  453.  -1.4  -1.2 0.038  0.87   29984.   0.7   18.   1.5   0.7 0.000   0.09   0.29   3.7 23  48   -17   56 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   1.4   -35    22  3.3
2022   1  7 2569 51 52  56  13   9.3   9.1 -18.2 142.4  -6.8   5.3  -2.8   5.2  -3.0   0.1   1.9   0.5   0.8   1.6  111545.   1.4  447.  -3.0  -1.2 0.037  0.54   30009.   0.3    6.   1.0   1.0 0.000   1.34   0.16   2.8 23  48   -16  157 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   1.6  -123    35  2.7
2022   1  8 2569 51 52  66  19   9.5   8.8  31.9 119.8  -3.7   6.4   4.6   6.7   4.2   0.2   3.6   1.2   1.3   3.1  150687.   1.9  456.   0.2  -3.0 0.027  0.73   42356.   0.4   15.   2.4   2.5 0.003  -1.92   0.24   3.3 23  48   -17  327 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   9  90.8   2.5  -295    32  3.0
2022   1  9 2569 51 52  66  32   9.8   9.4  33.0 121.4  -4.1   6.8   5.1   7.2   4.5   0.3   2.5   1.7   1.1   1.5  119756.   1.4  507.   1.8  -5.3 9.999  0.72   45970.   0.6   28.   2.2   1.5 9.999  -2.28   0.15   3.1 17  48   -13   65 999999.99 99999.99 99999.99 99999.99 99999.99 99999.99  0   6  90.8   0.8   -44    21  2.9
